NP_EJERCICIO;MU_CODINE;MU_NOMBRE;PR_CODPR;NP_MUNICIPIO;NP_ENT;NP_POBLAMIENTO;NP_DENOMINACION;TOTAL;NP_VARONES;NP_MUJERES;NP_XLON;NP_YLAT
2022;03072;Gaianes;3;0;1;2;PLA (EL);0;0;0;-0.417722;38.8076
2022;03073;Gorga;3;0;1;1;GORGA;241;127;114;-0.355811;38.7193
2022;03074;Granja de Rocamora;3;0;1;1;GRANJA DE ROCAMORA;2565;1324;1241;-0.891524;38.1532
2022;03075;Castell de Guadalest (El);3;0;1;1;CASTELL DE GUADALEST (EL);174;91;83;-0.199389;38.676
2022;03076;Guardamar del Segura;3;0;1;1;CAMPO (EL);1826;894;932;-0.681324;38.0679
2022;03076;Guardamar del Segura;3;0;1;2;COSTA BELLA;175;87;88;-0.649912;38.126
2022;03076;Guardamar del Segura;3;0;1;3;GUARDAMAR DEL SEGURA;12549;6062;6487;-0.653909;38.0902
2022;03076;Guardamar del Segura;3;0;1;4;LOMAS DE POLO-PINOMAR;225;121;104;-0.659263;38.0397
2022;03076;Guardamar del Segura;3;0;1;5;MONCAYO (EL);392;190;202;-0.659155;38.0588
2022;03076;Guardamar del Segura;3;0;1;6;ESTAÑOS (LOS);550;284;266;-0.669465;38.0901
2022;03076;Guardamar del Segura;3;0;1;7;SECANOS (LOS);229;114;115;-0.653102;38.0648
2022;03077;Hondón de las Nieves/Fondó de les Neus (El);3;0;1;1;CANALOSA (LA);105;54;51;-0.935197;38.3044
2022;03077;Hondón de las Nieves/Fondó de les Neus (El);3;0;2;1;FONDÓ DE LES NEUS (EL);1203;599;604;-0.850145;38.308
2022;03077;Hondón de las Nieves/Fondó de les Neus (El);3;0;2;2;POLÍGONO INDUSTRIAL BAJO SOMBRA;8;5;3;-0.841704;38.3089
2022;03077;Hondón de las Nieves/Fondó de les Neus (El);3;0;3;1;REBALSO (EL);0;0;0;-0.909265;38.2907
2022;03077;Hondón de las Nieves/Fondó de les Neus (El);3;0;3;2;URBANIZACIÓN RESIDENCIAL MONTAÑOSA;360;190;170;-0.890387;38.2929
2022;03078;Hondón de los Frailes;3;0;1;1;HONDÓN DE LOS FRAILES;566;297;269;-0.928091;38.2732
2022;03079;Ibi;3;0;1;1;IBI;23013;11534;11479;-0.579007;38.6203
2022;03080;Jacarilla;3;0;1;1;JACARILLA;1900;960;940;-0.867129;38.0618
2022;03080;Jacarilla;3;0;1;2;VISTABELLA;74;42;32;-0.837243;38.024
2022;03081;Xaló;3;0;1;1;XALÓ;1829;896;933;-0.00811797;38.7391
2022;03081;Xaló;3;0;1;2;URBANIZACIÓN SOLANA PARK;20;11;9;-0.00797559;38.7492
2022;03081;Xaló;3;0;1;3;URBANIZACIÓN SOLANA S.A.;23;8;15;-0.00566768;38.7562
2022;03081;Xaló;3;0;1;4;URBANIZACIÓN VALLE DE PARAISO;118;61;57;-0.0149771;38.754
2022;03081;Xaló;3;0;1;5;URBANIZACIÓN LA ALMAZARA;97;51;46;-0.027772;38.7529
2022;03082;Xàbia/Jávea;3;0;2;1;ADUANAS;2843;1415;1428;0.180662;38.7972
2022;03082;Xàbia/Jávea;3;0;2;2;ALBORADA;29;18;11;0.165433;38.7436
2022;03082;Xàbia/Jávea;3;0;2;3;ARENAL;2846;1519;1327;0.190378;38.7703
2022;03082;Xàbia/Jávea;3;0;2;4;BAHÍA DE JÁVEA;1054;529;525;0.182205;38.7824
2022;03082;Xàbia/Jávea;3;0;2;5;BALCÓN AL MAR;579;286;293;0.224011;38.7396
2022;03082;Xàbia/Jávea;3;0;2;6;CAP MARTÍ;57;28;29;0.187411;38.7659
2022;03082;Xàbia/Jávea;3;0;2;7;CEREZOS (LOS);93;40;53;0.154556;38.7452
2022;03082;Xàbia/Jávea;3;0;2;8;CORONA (LA);140;74;66;0.175081;38.7978
2022;03082;Xàbia/Jávea;3;0;2;9;COSTA NOVA;813;399;414;0.207296;38.7399
2022;03082;Xàbia/Jávea;3;0;2;10;COVATELLES;149;81;68;0.144028;38.7593
2022;03082;Xàbia/Jávea;3;0;2;11;ENTREPINOS;177;89;88;0.210494;38.7497
2022;03082;Xàbia/Jávea;3;0;2;12;ERMITA (LA);368;180;188;0.12415;38.795
2022;03082;Xàbia/Jávea;3;0;2;13;FINCA (LA);458;217;241;0.180727;38.7592
2022;03082;Xàbia/Jávea;3;0;2;14;JÁVEA/XÀBIA;13082;6525;6557;0.156615;38.7885
2022;03082;Xàbia/Jávea;3;0;2;15;LLUCA;120;61;59;0.137468;38.7657
2022;03082;Xàbia/Jávea;3;0;2;16;MANDARINA (LA);57;28;29;0.138685;38.7551
2022;03082;Xàbia/Jávea;3;0;2;17;MAR AZUL;228;109;119;0.215325;38.7556
2022;03082;Xàbia/Jávea;3;0;2;18;MONTGÓ-TOSCAMAR;400;200;200;0.110584;38.8
2022;03082;Xàbia/Jávea;3;0;2;19;PARQUE CALABLANCA;153;76;77;0.200654;38.7629
2022;03082;Xàbia/Jávea;3;0;2;20;PUEBLO BLANCO;1395;652;743;0.176116;38.7883
2022;03082;Xàbia/Jávea;3;0;2;21;RAFALET;394;210;184;0.150929;38.7633
2022;03082;Xàbia/Jávea;3;0;2;22;SOL DEL ESTE;360;181;179;0.168572;38.7583
2022;03082;Xàbia/Jávea;3;0;2;23;TESORO DE JÁVEA;190;91;99;0.145654;38.7527
2022;03082;Xàbia/Jávea;3;0;2;24;TOSALET;961;456;505;0.194223;38.754
2022;03082;Xàbia/Jávea;3;0;2;25;TOSCAL;438;212;226;0.206487;38.7555
2022;03082;Xàbia/Jávea;3;0;2;26;TRENCALL;173;83;90;0.212887;38.7435
2022;03082;Xàbia/Jávea;3;0;2;27;VALLE DEL SOL;576;292;284;0.179483;38.7487
2022;03083;Xixona/Jijona;3;0;1;1;XIXONA;6418;3087;3331;-0.506256;38.5366
2022;03084;Orxa (L')/Lorcha;3;0;1;1;LORCHA/ORXA (L´);525;261;264;-0.312203;38.8457
2022;03085;Llíber;3;0;1;1;LLÍBER;401;203;198;0.00647891;38.743
2022;03085;Llíber;3;0;1;2;URBANIZACIÓN COLLADO;49;25;24;0.0205249;38.7323
2022;03086;Millena;3;0;1;1;MILLENA;108;48;60;-0.362878;38.7307
2022;03088;Monforte del Cid;3;0;3;1;MONFORTE DEL CID;6293;3249;3044;-0.730026;38.3842
2022;03088;Monforte del Cid;3;0;3;2;URBANIZACIÓN ALENDA GOLF;656;339;317;-0.671203;38.359
2022;03088;Monforte del Cid;3;0;3;3;URBANIZACIÓN MONTECID;650;355;295;-0.648021;38.347
2022;03088;Monforte del Cid;3;0;4;1;ORITO;196;102;94;-0.689287;38.3763
2022;03088;Monforte del Cid;3;0;4;2;URBANIZACIÓN LA CAPITANA;111;62;49;-0.691688;38.3681
2022;03088;Monforte del Cid;3;0;4;3;URBANIZACIÓN ORITO SAN JOSÉ;92;46;46;-0.686402;38.373
2022;03089;Monòver/Monóvar;3;0;1;1;CASES DEL SENYOR;221;106;115;-0.952809;38.407
2022;03089;Monòver/Monóvar;3;0;2;1;XINORLET;105;50;55;-0.961536;38.4158
2022;03089;Monòver/Monóvar;3;0;3;1;CANYADES D´EN CIRUS;23;10;13;-0.972998;38.4694
2022;03089;Monòver/Monóvar;3;0;3;2;CASES JOAN BLANCO;21;9;12;-0.954623;38.4405
2022;03089;Monòver/Monóvar;3;0;3;3;DERRAMAO (EL);13;7;6;-0.942119;38.4343
2022;03089;Monòver/Monóvar;3;0;3;4;FONDÓ;38;18;20;-0.917857;38.4397
2022;03089;Monòver/Monóvar;3;0;3;5;MANYÁ;9;5;4;-0.929061;38.4281
2022;03089;Monòver/Monóvar;3;0;4;1;MONÓVAR/MONÒVER;9956;4921;5035;-0.840751;38.4367
2022;03089;Monòver/Monóvar;3;0;4;2;ALQUEBLA;169;86;83;-0.85086;38.424
2022;03089;Monòver/Monóvar;3;0;5;1;CASES DE SANCHIS;14;7;7;-0.927059;38.4093
2022;03089;Monòver/Monóvar;3;0;5;2;ROMANETA (LA);61;33;28;-0.90678;38.3831
2022;03090;Mutxamel;3;0;1;1;ALMAIXADA (L´);2445;1252;1193;-0.46214;38.4013
2022;03090;Mutxamel;3;0;1;2;BON ANY;251;134;117;-0.46993;38.4185
2022;03090;Mutxamel;3;0;1;3;BONALBA;1951;998;953;-0.435443;38.4448
2022;03090;Mutxamel;3;0;1;4;BOTER SECTOR XXX (EL)-VALL DEL SOL (LA);172;89;83;-0.507382;38.453
2022;03090;Mutxamel;3;0;1;5;CASA FUS;408;209;199;-0.457017;38.4038
2022;03090;Mutxamel;3;0;1;6;COTOVETA;393;200;193;-0.427633;38.4355
2022;03090;Mutxamel;3;0;1;7;ENTREDÓS (L´);81;39;42;-0.461957;38.3962
2022;03090;Mutxamel;3;0;1;8;GIRA-SOLS (ELS);228;107;121;-0.489901;38.4129
2022;03090;Mutxamel;3;0;1;9;GLORIA (LA)-CALVARI (EL)-GIALMA;399;193;206;-0.450592;38.4083
2022;03090;Mutxamel;3;0;1;10;HORTA (L´);1276;661;615;-0.47609;38.4127
2022;03090;Mutxamel;3;0;1;11;MARSETA;87;39;48;-0.463206;38.4252
2022;03090;Mutxamel;3;0;1;12;MOLÍ FOC;26;14;12;-0.454012;38.4288
2022;03090;Mutxamel;3;0;1;13;MOLÍ NOU;150;77;73;-0.463027;38.4436
2022;03090;Mutxamel;3;0;1;14;MUTXAMEL;14535;7143;7392;-0.444047;38.4151
2022;03090;Mutxamel;3;0;1;15;OBRERA (L´);67;34;33;-0.467201;38.4194
2022;03090;Mutxamel;3;0;1;16;PAULINES (LES);201;101;100;-0.457571;38.3992
2022;03090;Mutxamel;3;0;1;17;PENYETES (LES);139;66;73;-0.43154;38.4166
2022;03090;Mutxamel;3;0;1;18;PI (EL);170;87;83;-0.457218;38.3962
2022;03090;Mutxamel;3;0;1;19;RÍO PARK;1111;554;557;-0.474963;38.4496
2022;03090;Mutxamel;3;0;1;20;SERVERES;14;7;7;-0.467303;38.4119
2022;03090;Mutxamel;3;0;1;21;VOLAOR (EL);17;7;10;-0.462828;38.4334
2022;03090;Mutxamel;3;0;1;22;BARRANC (EL);47;29;18;-0.491808;38.4261
2022;03090;Mutxamel;3;0;1;23;POLÍGONO INDUSTRIAL ELS PLANS;0;0;0;-0.449193;38.4274
2022;03090;Mutxamel;3;0;1;24;POLÍGONO INDUSTRIAL S-I-3;0;0;0;-0.450688;38.4317
2022;03090;Mutxamel;3;0;1;25;POLÍGONO INDUSTRIAL RIODEL;0;0;0;-0.469022;38.4525
2022;03090;Mutxamel;3;0;1;26;RAVEL;636;325;311;-0.458815;38.4081
2022;03090;Mutxamel;3;0;1;27;SENYAL (EL);0;0;0;-0.455442;38.416
2022;03090;Mutxamel;3;0;1;28;COLLAO (EL);184;86;98;-0.48261;38.4157
2022;03091;Murla;3;0;1;1;MURLA;287;132;155;-0.0815575;38.7612
2022;03092;Muro de Alcoy;3;0;1;1;ALQUERIA JORDÁ;12;7;5;-0.425772;38.7854
2022;03092;Muro de Alcoy;3;0;2;1;BENAMER;129;67;62;-0.41628;38.7836
2022;03092;Muro de Alcoy;3;0;3;1;CELA DE NÚÑEZ;141;72;69;-0.428342;38.7894
2022;03092;Muro de Alcoy;3;0;4;1;MURO DE ALCOY;7992;3974;4018;-0.43979;38.7792
2022;03092;Muro de Alcoy;3;0;5;1;TURBALLOS;3;1;2;-0.44141;38.8051
2022;03093;Novelda;3;0;1;1;ESTACIÓN (LA);255;133;122;-0.775443;38.4046
2022;03093;Novelda;3;0;2;1;MONTESINOS (ELS);44;22;22;-0.790786;38.3868
2022;03093;Novelda;3;0;2;2;NOVELDA;23144;11383;11761;-0.762869;38.3852
2022;03094;Nucia (la);3;0;1;1;BARRANC FONDO;5047;2507;2540;-0.122144;38.579
2022;03094;Nucia (la);3;0;1;2;COLOMA;6012;3051;2961;-0.13498;38.5825
2022;03094;Nucia (la);3;0;1;3;NUCIA (LA);5352;2750;2602;-0.12725;38.6115
2022;03094;Nucia (la);3;0;1;4;BELL HORITZÓ;945;503;442;-0.0898969;38.6044
2022;03094;Nucia (la);3;0;1;5;TOSSAL (EL);568;288;280;-0.107867;38.6133
2022;03095;Ondara;3;0;1;1;ONDARA;6418;3222;3196;0.0220214;38.8246
2022;03095;Ondara;3;0;1;2;PAMIS;107;57;50;0.00959865;38.8176
2022;03096;Onil;3;0;1;1;ONIL;7122;3551;3571;-0.673133;38.6202
2022;03096;Onil;3;0;1;2;POLÍGONO INDUSTRIAL VASALOS;1;0;1;-0.68905;38.6227
2022;03097;Orba;3;0;3;1;ASPRE (EL);445;223;222;-0.0555724;38.781
2022;03097;Orba;3;0;3;2;CAPSÓ (EL);124;62;62;-0.0604497;38.7861
2022;03097;Orba;3;0;3;3;CARRERS D´ORBETA;125;62;63;-0.0591823;38.7792
2022;03097;Orba;3;0;3;4;ORBA (CASCO ANTIGUO);1189;575;614;-0.0638819;38.7785
2022;03097;Orba;3;0;3;5;PLANA (LA);115;64;51;-0.0797156;38.7825
2022;03097;Orba;3;0;3;6;FOIETES;7;2;5;-0.0575136;38.7805
2022;03097;Orba;3;0;3;7;PALMERIA;102;43;59;-0.0716405;38.7816
2022;03097;Orba;3;0;3;8;FOIA (LA);20;12;8;-0.0557043;38.7874
2022;03097;Orba;3;0;3;9;TRULLENT;61;29;32;-0.0464301;38.7865
2022;03098;Orxeta;3;0;1;1;HOYA DE LA SEÑORA;0;0;0;-0.266648;38.5623
2022;03098;Orxeta;3;0;1;2;ORXETA;542;260;282;-0.262608;38.5635
2022;03098;Orxeta;3;0;1;3;URBANIZACIÓN BELLA ORXETA;108;57;51;-0.26124;38.5522
2022;03099;Orihuela;3;0;1;1;APARECIDA (LA);518;256;262;-1.00875;38.0817
2022;03099;Orihuela;3;0;1;2;ARENAL (EL);70;29;41;-0.992729;38.0687
2022;03099;Orihuela;3;0;1;3;RAIGUERO LEVANTE;634;321;313;-0.999479;38.0829
2022;03099;Orihuela;3;0;1;4;RAIGUERO PONIENTE;743;362;381;-1.01776;38.0767
2022;03099;Orihuela;3;0;2;1;ARNEVA;693;331;362;-0.939689;38.0547
2022;03099;Orihuela;3;0;2;2;BARRIO MARIANO CASES;62;32;30;-0.950185;38.0608
2022;03099;Orihuela;3;0;2;3;BARRIO NUESTRA SEÑORA DE LA ALEGRÍA;68;41;27;-0.941509;38.0568
2022;03099;Orihuela;3;0;2;4;CAMINO DE CARTAGENA;1;1;0;-0.943461;38.0556
2022;03099;Orihuela;3;0;3;1;BARBARROJA;72;36;36;-0.965363;38.2751
2022;03099;Orihuela;3;0;4;1;BONANZA (RAIGUERO DE);1448;729;719;-0.978752;38.0893
2022;03099;Orihuela;3;0;5;1;BARRIO DE LA ASCENSIÓN;505;259;246;-0.956505;38.08
2022;03099;Orihuela;3;0;5;2;ERMITA CRUZ CUBIERTA;35;17;18;-0.970353;38.0734
2022;03099;Orihuela;3;0;6;1;CAMINO VIEJO DE CALLOSA;369;186;183;-0.926546;38.0925
2022;03099;Orihuela;3;0;7;1;BARRIO NUEVO;501;259;242;-0.894452;38.0895
2022;03099;Orihuela;3;0;7;2;PUENTE LOS CIRIOS;68;32;36;-0.901712;38.0931
2022;03099;Orihuela;3;0;7;3;CAMPANETA (LA);428;202;226;-0.884211;38.0895
2022;03099;Orihuela;3;0;8;1;DEHESA DE CAMPOAMOR;951;468;483;-0.754532;37.9007
2022;03099;Orihuela;3;0;8;2;VILLAMARTÍN;1127;549;578;-0.756428;37.9374
2022;03099;Orihuela;3;0;8;3;CABO ROIG;453;211;242;-0.727591;37.9169
2022;03099;Orihuela;3;0;8;4;MIL PALMERAS;23;13;10;-0.754796;37.8905
2022;03099;Orihuela;3;0;8;5;PLAYA FLAMENCA I;154;72;82;-0.722188;37.9312
2022;03099;Orihuela;3;0;8;6;PLAYA FLAMENCA II;1652;820;832;-0.731158;37.9331
2022;03099;Orihuela;3;0;8;7;PUEBLO PRÍNCIPE;370;175;195;-0.769033;37.9354
2022;03099;Orihuela;3;0;8;8;PUNTA PRIMA;158;86;72;-0.713737;37.9439
2022;03099;Orihuela;3;0;8;9;URBANIZACIÓN BLUE LAGOON, T-2 FILIPINAS Y PAU 27;924;457;467;-0.768926;37.9428
2022;03099;Orihuela;3;0;8;10;URBANIZACIÓN CASTILLO DON JUAN Y PAU 25;398;206;192;-0.758326;37.9242
2022;03099;Orihuela;3;0;8;11;URBANIZACIÓN EL PRESIDENTE;534;259;275;-0.767468;37.9393
2022;03099;Orihuela;3;0;8;12;URBANIZACIÓN HORIZONTE;957;455;502;-0.725274;37.9419
2022;03099;Orihuela;3;0;8;13;URBANIZACIÓN LA FLORIDA;1234;590;644;-0.733117;37.9503
2022;03099;Orihuela;3;0;8;14;URBANIZACIÓN LA REGIA;230;126;104;-0.742108;37.9138
2022;03099;Orihuela;3;0;8;15;URBANIZACIÓN LA SOLANA;111;56;55;-0.748084;37.9288
2022;03099;Orihuela;3;0;8;17;URBANIZACIÓN LAS MIMOSAS-LA CHISMOSA;737;362;375;-0.736032;37.9452
2022;03099;Orihuela;3;0;8;18;URBANIZACIÓN LOMAS DE DON JUAN;118;54;64;-0.752242;37.9254
2022;03099;Orihuela;3;0;8;19;BALCONES Y LOS ALTOS (LOS);401;206;195;-0.732038;37.9557
2022;03099;Orihuela;3;0;8;20;URBANIZACIÓN MONTEZENIA-TORREZENIA;260;138;122;-0.746766;37.9239
2022;03099;Orihuela;3;0;8;21;URBANIZACIÓN VILLACOSTA I;156;74;82;-0.765574;37.932
2022;03099;Orihuela;3;0;8;22;URBANIZACIÓN VILLACOSTA II-LAS FILIPINAS;503;257;246;-0.777903;37.9356
2022;03099;Orihuela;3;0;8;23;ZENIA (LA);465;228;237;-0.72634;37.9237
2022;03099;Orihuela;3;0;8;24;ZENIA II (LA)-SECTOR E-1 Y PAU 3;995;482;513;-0.734184;37.9236
2022;03099;Orihuela;3;0;8;25;DOLSES (LOS);546;272;274;-0.751361;37.9317
2022;03099;Orihuela;3;0;8;26;VILLAPIEDRA-SECTOR B2 Y PAU 2;748;361;387;-0.739859;37.9181
2022;03099;Orihuela;3;0;8;27;AGUAMARINA-SECTOR A1;591;302;289;-0.745151;37.9089
2022;03099;Orihuela;3;0;8;28;PISCINAS (LAS)-SECTOR J-1;2043;1011;1032;-0.734027;37.9395
2022;03099;Orihuela;3;0;8;29;LAGOSOL-SECTOR F-2;1621;799;822;-0.737793;37.955
2022;03099;Orihuela;3;0;8;30;LOMAS DE CAMPOAMOR;628;310;318;-0.774675;37.9311
2022;03099;Orihuela;3;0;8;31;VILLA ROSA-LA CIÑUELICA;1158;575;583;-0.72118;37.9486
2022;03099;Orihuela;3;0;8;32;RAMBLAS (LAS);385;201;184;-0.781023;37.9203
2022;03099;Orihuela;3;0;8;33;ALAMEDA DEL MAR D-1;298;160;138;-0.72012;37.9385
2022;03099;Orihuela;3;0;8;34;PAU 8 - CANAL NORTE;693;334;359;-0.750546;37.9476
2022;03099;Orihuela;3;0;8;35;BARRANCO (EL) E-2;842;411;431;-0.746642;37.9374
2022;03099;Orihuela;3;0;8;36;ALMENDROS (LOS) - PAU 26;594;289;305;-0.746597;37.9514
2022;03099;Orihuela;3;0;8;37;SECTORES CUERDA (LA) Y LOMAS DE CABO ROIG;943;477;466;-0.749956;37.9198
2022;03099;Orihuela;3;0;8;38;PAU 21-COLINAS GOLF;117;60;57;-0.808127;37.9277
2022;03099;Orihuela;3;0;10;1;CORRENTIAS ALTAS;147;68;79;-0.932085;38.0768
2022;03099;Orihuela;3;0;10;2;CORRENTÍAS MEDIAS;545;267;278;-0.924233;38.0737
2022;03099;Orihuela;3;0;11;1;DESAMPARADOS;1026;530;496;-0.98164;38.0651
2022;03099;Orihuela;3;0;11;2;MANSEGAL (EL)-VEREDA BUENA VIDA;548;279;269;-0.97326;38.0634
2022;03099;Orihuela;3;0;12;1;ESCORRATEL (EL);526;266;260;-0.924611;38.1017
2022;03099;Orihuela;3;0;12;2;MONTEPINAR;315;158;157;-0.952896;38.116
2022;03099;Orihuela;3;0;12;3;POLÍGONO INDUSTRIAL PUENTE ALTO;0;0;0;-0.928944;38.1087
2022;03099;Orihuela;3;0;13;1;HUERTOS (LOS);104;54;50;-0.92618;38.0889
2022;03099;Orihuela;3;0;14;1;BARRIO CARRETERA HURCHILLO;200;101;99;-0.939535;38.075
2022;03099;Orihuela;3;0;14;2;HURCHILLO;850;420;430;-0.92244;38.0589
2022;03099;Orihuela;3;0;15;1;MEDIA LEGUA;188;97;91;-0.911054;38.0982
2022;03099;Orihuela;3;0;16;1;CAMINO DE ENMEDIO;175;86;89;-0.975835;38.07
2022;03099;Orihuela;3;0;16;2;MOLINO DE LA CIUDAD;48;20;28;-0.980819;38.0759
2022;03099;Orihuela;3;0;17;1;BARRIO CARRETERA;121;55;66;-0.920394;38.0823
2022;03099;Orihuela;3;0;17;2;MOLÍNS;787;380;407;-0.907434;38.0813
2022;03099;Orihuela;3;0;17;3;VEREDA SERRANOS;94;45;49;-0.911036;38.0767
2022;03099;Orihuela;3;0;17;4;VEREDA BRUNETE;40;18;22;-0.899439;38.0823
2022;03099;Orihuela;3;0;18;1;BARRIO CARRETERA;106;62;44;-0.833606;38.1157
2022;03099;Orihuela;3;0;18;2;MUDAMIENTO (EL);160;80;80;-0.835458;38.1183
2022;03099;Orihuela;3;0;18;3;RAMONES/SORIANOS;129;67;62;-0.825788;38.1244
2022;03099;Orihuela;3;0;19;1;MURADA (LA);2029;1064;965;-0.96244;38.1744
2022;03099;Orihuela;3;0;19;2;PÉREZ (LOS);42;24;18;-0.939646;38.1746
2022;03099;Orihuela;3;0;19;3;RIQUELME/CAMPIRULOS;361;199;162;-0.967809;38.1683
2022;03099;Orihuela;3;0;19;4;VIRGEN DEL CAMINO;272;136;136;-0.931426;38.1652
2022;03099;Orihuela;3;0;20;1;NORIAS (LAS);158;82;76;-0.990043;38.0555
2022;03099;Orihuela;3;0;20;2;VEREDA LIORNA;485;238;247;-0.978994;38.0445
2022;03099;Orihuela;3;0;20;3;VEREDA DEL ROLLO;130;69;61;-0.988363;38.0396
2022;03099;Orihuela;3;0;21;1;CIUDAD JARDÍN;77;38;39;-0.957507;38.0951
2022;03099;Orihuela;3;0;21;2;ORIHUELA;31830;15648;16182;-0.944914;38.0847
2022;03099;Orihuela;3;0;21;3;RINCÓN DE SECA;61;33;28;-0.960223;38.0948
2022;03099;Orihuela;3;0;21;4;SAN ANTÓN;312;148;164;-0.943576;38.0948
2022;03099;Orihuela;3;0;22;1;PARROQUIA DE LA MATANZA;138;64;74;-1.01023;38.1357
2022;03099;Orihuela;3;0;22;2;RAIGUERO (EL);8;4;4;-0.991443;38.1223
2022;03099;Orihuela;3;0;22;3;SIETE CASAS (LAS);185;99;86;-1.01574;38.1432
2022;03099;Orihuela;3;0;24;1;BADEN (EL);154;74;80;-0.864601;38.0988
2022;03099;Orihuela;3;0;24;2;SAN BARTOLOMÉ;1832;897;935;-0.861495;38.0929
2022;03099;Orihuela;3;0;24;3;BARRIO (EL)-SALLAVEDRA;155;77;78;-0.85951;38.097
2022;03099;Orihuela;3;0;26;1;TORREMENDO;634;306;328;-0.868122;37.9943
2022;03099;Orihuela;3;0;26;2;BARRIO DE LA VIRGEN;65;33;32;-0.871699;37.9975
2022;03099;Orihuela;3;0;26;3;ENTRENARANJOS;931;452;479;-0.821833;38.0312
2022;03100;Parcent;3;0;1;1;PARCENT;661;328;333;-0.0647959;38.7453
2022;03101;Pedreguer;3;0;1;1;COMETA ORBETA;45;22;23;0.0436653;38.789
2022;03101;Pedreguer;3;0;1;2;MUNTANYA DE LA SELLA;524;256;268;0.0562641;38.8062
2022;03101;Pedreguer;3;0;1;3;MUNTANYA DE PEDREGUER;233;121;112;0.0536224;38.7809
2022;03101;Pedreguer;3;0;1;4;PEDREGUER;5760;2862;2898;0.032919;38.7961
2022;03101;Pedreguer;3;0;1;5;MUNTANYA LA SOLANA I;283;142;141;0.0163109;38.7885
2022;03101;Pedreguer;3;0;1;6;MUNTANYA LA SOLANA II;30;16;14;0.00866157;38.7851
2022;03102;Pego;3;0;1;1;MONTE-PEGO;526;268;258;-0.0727474;38.8386
2022;03102;Pego;3;0;1;2;PEGO;9368;4632;4736;-0.117431;38.8421
2022;03103;Penàguila;3;0;1;1;PENÀGUILA;233;116;117;-0.359366;38.6797
2022;03104;Petrer;3;0;1;1;ALMAFRÁ;1569;798;771;-0.78089;38.4674
2022;03104;Petrer;3;0;1;2;LLOMA BADA;884;449;435;-0.761643;38.4521
2022;03104;Petrer;3;0;1;3;PETRER;28669;14098;14571;-0.776516;38.4826
2022;03104;Petrer;3;0;1;4;SALINETES;1877;934;943;-0.770238;38.4671
2022;03105;Pinoso/Pinós (El);3;0;1;1;CABALLUSA (LA);33;19;14;-1.0829;38.3813
2022;03105;Pinoso/Pinós (El);3;0;2;1;CAÑADA DEL TRIGO;6;3;3;-1.08445;38.3547
2022;03105;Pinoso/Pinós (El);3;0;3;1;CASAS DE IBÁÑEZ;33;17;16;-1.08187;38.4047
2022;03105;Pinoso/Pinós (El);3;0;4;1;CULEBRÓN;87;42;45;-0.992121;38.4206
2022;03105;Pinoso/Pinós (El);3;0;5;1;ENCEBRAS;74;40;34;-0.990288;38.3934
2022;03105;Pinoso/Pinós (El);3;0;6;1;LEL;26;13;13;-1.02156;38.4505
2022;03105;Pinoso/Pinós (El);3;0;7;1;PAREDÓN;33;19;14;-1.05267;38.4442
2022;03105;Pinoso/Pinós (El);3;0;8;1;PINÓS (EL)/PINOSO;6724;3389;3335;-1.04198;38.4002
2022;03105;Pinoso/Pinós (El);3;0;9;1;RODRIGUILLO;60;33;27;-1.04581;38.3682
2022;03105;Pinoso/Pinós (El);3;0;10;1;TRES FUENTES;9;6;3;-0.988315;38.3713
2022;03105;Pinoso/Pinós (El);3;0;11;1;ÚBEDA;65;31;34;-0.982432;38.446
2022;03106;Planes;3;0;1;1;BENIALFAQUÍ;34;18;16;-0.338276;38.772
2022;03106;Planes;3;0;2;1;CATAMARRUCH;36;18;18;-0.32101;38.7816
2022;03106;Planes;3;0;3;1;MARGALIDA;40;24;16;-0.298586;38.7888
2022;03106;Planes;3;0;4;1;PLANES;535;286;249;-0.342269;38.7841
2022;03107;Polop;3;0;1;1;CHIRLES;376;202;174;-0.135833;38.6343
2022;03107;Polop;3;0;2;1;POLOP;3532;1773;1759;-0.140735;38.6177
2022;03109;Rafal;3;0;1;1;RAFAL;4578;2273;2305;-0.851673;38.1034
2022;03110;Ràfol d'Almúnia (El);3;0;1;1;RÀFOL D´ALMÚNIA (EL);435;222;213;-0.0516293;38.8211
2022;03110;Ràfol d'Almúnia (El);3;0;1;2;URBANIZACIÓN MONTE-PEGO;124;66;58;-0.0469524;38.8427
2022;03110;Ràfol d'Almúnia (El);3;0;1;3;URBANIZACIÓN L´ALMUNIA;162;79;83;-0.0621051;38.8359
2022;03111;Redován;3;0;1;2;REDOVÁN;7125;3668;3457;-0.909337;38.114
2022;03111;Redován;3;0;1;4;SAN CARLOS;235;126;109;-0.932514;38.1339
2022;03112;Relleu;3;0;1;1;RELLEU;646;325;321;-0.310353;38.588
2022;03113;Rojales;3;0;1;1;CIUDAD QUESADA;11665;5797;5868;-0.711445;38.0685
2022;03113;Rojales;3;0;1;2;HEREDADES (LAS);208;111;97;-0.760605;38.0904
2022;03113;Rojales;3;0;1;3;ROJALES;4930;2571;2359;-0.726591;38.0846
2022;03114;Romana (la);3;0;1;1;ALGAYAT;207;115;92;-0.94842;38.3434
2022;03114;Romana (la);3;0;1;2;ROMANA (LA);1564;812;752;-0.89648;38.3667
2022;03114;Romana (la);3;0;1;3;BENAESA;65;33;32;-0.884353;38.3782
